Temperature,Humidity,Wind_Speed,General_Diffuse_Flows,Diffuse_Flows,Power_Zone_1,Power_Zone_2,Power_Zone_3,Month,Hour
13.33,86.8,0.082,0.033,0.119,22868.42553,13957.31707,13575.48387,3,6
13.36,86.4,0.083,0.029,0.078,21986.04255,13693.90244,11125.16129,3,6
17.37,72.5,0.083,639.8,53.42,32672.68085,22371.95122,15932.90323,3,11
17.81,71.5,0.083,660.2,52.58,32403.06383,22650.0,16037.41935,3,12
18.95,69.16,0.082,680.5,54.75,32801.3617,23140.2439,16321.93548,3,12
21.77,58.31,0.08,512.8,373.2,31839.31915,22214.63415,16014.19355,3,15
21.49,58.04,0.082,430.1,456.3,32396.93617,20696.34146,16112.90323,3,16
20.71,61.77,4.916,297.0,322.1,31796.42553,19979.26829,15398.70968,3,17
17.14,76.3,4.914,0.911,0.931,44480.68085,26436.58537,25054.83871,3,19
15.72,80.4,4.913,0.029,0.141,44492.93617,26191.46341,25612.25806,3,20
14.67,83.6,4.915,0.029,0.104,41416.85106,25028.04878,24793.54839,3,21
14.46,84.4,4.91,0.029,0.119,39768.51064,23897.56098,24369.67742,3,22
13.92,85.4,4.914,0.037,0.163,26894.29787,16434.14634,16542.58065,3,0
13.18,86.8,4.911,0.033,0.093,24002.04255,14414.63415,15149.03226,3,1
13.16,87.0,4.91,0.022,0.119,22598.80851,13514.63415,13999.35484,3,4
13.04,87.9,4.91,0.022,0.145,22310.80851,13620.73171,13958.70968,3,4
13.4,85.3,4.912,0.026,0.137,23799.82979,14685.36585,14521.93548,3,5
12.57,87.7,4.909,138.9,132.4,26906.55319,17282.92683,11734.83871,3,8
16.34,73.6,4.913,566.1,58.1,33365.10638,22832.92683,16281.29032,3,11
23.61,32.61,4.921,710.0,119.8,33383.48936,22843.90244,16350.96774,3,14
23.61,38.45,4.922,555.2,162.3,32966.80851,22529.26829,16147.74194,3,14
22.3,48.83,4.917,349.3,358.4,32562.38298,19800.0,15387.09677,3,16
21.24,56.0,4.92,318.1,340.7,33021.95745,19730.4878,15369.67742,3,17
16.36,68.31,4.92,0.055,0.115,43432.85106,25500.0,25269.67742,3,20
16.79,82.0,4.91,0.026,0.152,38616.51064,22810.97561,23376.77419,3,22
16.61,83.3,4.909,0.026,0.145,37911.82979,22532.92683,23115.48387,3,22
15.67,87.9,4.908,0.018,0.104,25613.61702,14550.0,15445.16129,3,1
14.43,88.9,4.91,0.048,0.126,22825.53191,12618.29268,14069.03226,3,3
14.55,85.3,4.91,0.022,0.104,23223.82979,12874.39024,14225.80645,3,5
14.52,86.1,4.91,0.026,0.104,23628.25532,13126.82927,14150.32258,3,5
14.38,86.8,4.909,0.048,0.07,21526.46809,11945.12195,12344.51613,3,6
14.9,71.0,4.91,50.39,48.8,30264.51064,17462.19512,14231.6129,3,10
14.87,70.4,4.914,64.11,62.25,31447.14894,18171.95122,15404.51613,3,10
15.12,62.28,4.915,240.5,235.2,34676.42553,20250.0,17140.64516,3,12
15.07,65.15,4.913,217.0,210.3,34651.91489,20253.65854,17140.64516,3,13
14.99,61.85,4.921,302.4,295.5,33597.95745,19459.7561,17610.96774,3,14
14.94,62.58,4.919,321.4,315.6,33481.53191,19529.26829,17477.41935,3,14
15.33,63.55,4.921,722.0,460.2,33113.87234,19178.04878,17163.87097,3,14
15.53,59.85,4.92,524.8,491.9,31784.17021,18303.65854,16472.90323,3,15
15.77,58.64,4.92,412.1,429.0,32102.80851,18193.90244,16438.06452,3,17
13.6,61.11,4.917,0.033,0.082,39449.87234,22858.53659,23643.87097,3,22
13.55,61.68,4.919,0.033,0.145,38542.97872,22704.87805,23405.80645,3,22
11.53,59.95,4.921,0.04,0.096,22108.59574,11937.80488,13482.58065,3,6
11.24,60.71,4.921,0.051,0.093,19449.19149,10031.70732,9632.903226,3,7
13.0,58.14,4.919,267.8,264.7,24332.93617,12742.68293,12263.22581,3,9
14.85,49.27,4.918,588.3,52.13,31012.08511,16404.87805,15712.25806,3,11
15.08,47.36,4.92,717.0,51.62,31968.0,17491.46341,16519.35484,3,12
15.73,46.36,4.922,729.0,45.33,31202.04255,18029.26829,16652.90323,3,14
15.52,49.87,4.92,430.3,477.8,29449.53191,16291.46341,15694.83871,3,16
15.25,52.24,4.915,211.5,242.1,29063.48936,16170.73171,16159.35484,3,17
15.23,52.0,4.929,179.6,206.9,30135.82979,16748.78049,17378.70968,3,18
15.04,51.13,4.918,121.5,141.6,33824.68085,19159.7561,21309.67742,3,18
13.75,58.44,0.077,0.048,0.137,41643.57447,24190.2439,25292.90323,3,20
13.46,59.91,0.074,0.055,0.152,42103.14894,23992.68293,24747.09677,3,21
12.95,71.4,0.077,0.04,0.185,24964.08511,14078.04878,14510.32258,3,1
13.01,72.6,0.081,0.037,0.141,23095.14894,13251.21951,13488.3871,3,3
13.04,71.5,0.078,0.048,0.108,22868.42553,13090.2439,13505.80645,3,3
12.43,73.5,0.085,0.044,0.156,23303.48936,13306.09756,13732.25806,3,4
15.34,60.98,0.074,728.0,70.7,36502.46809,21519.5122,16548.3871,3,12
15.54,61.25,0.076,750.0,81.7,35620.08511,21508.53659,16844.51613,3,13
15.53,59.88,0.076,737.0,93.3,35424.0,21190.2439,16612.25806,3,13
15.35,60.28,0.079,422.2,464.7,33309.95745,20414.63415,15630.96774,3,16
15.32,61.35,0.075,368.5,408.0,32452.08511,19928.04878,15398.70968,3,17
14.71,63.02,0.075,145.5,166.4,35669.10638,21753.65854,19875.48387,3,18
14.26,63.85,0.077,45.09,51.56,44155.91489,26367.07317,25310.32258,3,18
9.8,81.5,0.076,0.062,0.119,37225.53191,22291.46341,21541.93548,3,22
8.87,86.1,0.073,0.044,0.096,23738.55319,13865.85366,14516.12903,3,2
8.63,87.3,0.075,0.022,0.148,23003.23404,13741.46341,14150.32258,3,3
8.54,87.4,0.073,0.033,0.156,22525.2766,13390.2439,14005.16129,3,4
6.804,88.3,0.084,46.03,42.56,24718.97872,15409.7561,10927.74194,3,8
6.89,88.4,0.083,74.1,69.04,25809.70213,16258.53659,11165.80645,3,8
7.12,88.2,0.092,136.0,130.5,26496.0,16840.2439,11618.70968,3,8
15.38,69.06,0.074,113.9,123.8,40932.76596,28112.19512,24212.90323,3,18
12.43,80.1,0.074,0.051,0.133,39707.23404,27596.34146,24172.25806,3,21
12.17,81.6,0.074,0.051,0.1,38052.76596,26820.73171,23928.3871,3,21
10.86,85.7,0.07,0.026,0.152,30123.57447,18193.90244,17698.06452,3,0
10.6,84.8,0.075,0.048,0.108,27586.7234,16591.46341,16548.3871,3,0
14.14,71.0,0.073,351.7,326.0,30638.29787,19035.36585,13563.87097,3,9
14.68,69.39,0.076,385.8,365.5,31251.06383,19745.12195,14185.16129,3,10
15.38,68.06,0.077,356.5,341.3,36520.85106,19269.5122,16089.67742,3,14
15.41,67.09,0.071,350.1,335.8,36373.78723,18885.36585,16002.58065,3,14
15.04,69.36,0.073,121.7,117.1,34106.55319,18578.04878,15874.83871,3,17
15.01,70.5,0.074,106.7,101.8,34731.57447,18932.92683,17425.16129,3,18
11.31,85.2,0.072,0.022,0.145,40883.74468,20692.68293,22923.87097,3,22
11.29,85.9,0.069,0.029,0.1,35822.29787,21610.97561,21106.45161,3,23
11.95,85.8,0.076,9.16,8.65,25074.38298,15676.82927,11694.19355,3,8
12.21,85.9,0.085,65.74,62.38,29106.38298,18742.68293,13674.19355,3,9
12.63,85.3,0.078,162.6,154.3,31949.61702,19218.29268,14835.48387,3,10
13.25,83.4,0.078,229.0,217.1,33653.10638,20612.19512,15886.45161,3,11
13.62,80.2,0.076,435.5,354.4,34474.21277,20787.80488,16414.83871,3,11
14.52,76.4,0.071,661.9,323.5,34412.93617,21643.90244,16856.12903,3,12
15.52,74.5,0.074,312.1,342.7,31214.29787,20359.7561,15985.16129,3,17
14.82,76.2,0.072,102.4,117.2,38592.0,26564.63415,23934.19355,3,18
11.09,86.4,0.078,0.037,0.137,41900.93617,25660.97561,25310.32258,3,21
10.34,88.8,0.077,0.029,0.093,35172.76596,21519.5122,21327.09677,3,23
10.26,89.1,0.073,0.029,0.126,33444.76596,20180.4878,20432.90323,3,23
10.66,89.8,0.076,0.048,0.148,29792.68085,18113.41463,18214.83871,3,0
11.63,90.7,0.079,0.051,0.089,24032.68085,13993.90244,14910.96774,3,2
15.04,82.6,0.088,695.6,53.69,34376.17021,21457.31707,16170.96774,3,11
18.14,61.98,0.08,746.0,52.64,32930.04255,21212.19512,16345.16129,3,12
21.56,43.83,0.076,662.4,38.74,32256.0,20465.85366,15555.48387,3,15
20.56,48.33,0.075,320.8,359.2,30760.85106,18943.90244,14887.74194,3,17
19.43,56.61,0.072,74.7,86.4,41484.25532,25042.68293,23690.32258,3,18
16.47,61.62,0.084,0.062,0.096,43285.78723,25924.39024,25763.22581,3,20
17.39,54.24,0.085,0.066,0.119,41741.61702,24519.5122,25391.6129,3,21
15.87,62.25,0.083,0.029,0.096,39400.85106,22800.0,24201.29032,3,22
13.05,73.1,0.08,0.044,0.115,28052.42553,16057.31707,17239.35484,3,0
12.75,72.0,0.081,0.033,0.111,25491.06383,15168.29268,16734.19355,3,1
12.59,72.4,0.083,0.029,0.096,24939.57447,13679.26829,15642.58065,3,1
10.75,74.1,4.923,1.233,1.153,21655.14894,11978.04878,11392.25806,3,7
20.42,47.13,4.923,757.0,50.1,32905.53191,20956.09756,18162.58065,3,12
21.02,46.56,4.92,737.0,55.54,34952.17021,20206.09756,18098.70968,3,14
21.45,46.03,4.917,632.7,58.18,32635.91489,19635.36585,17698.06452,3,15
21.18,50.2,4.927,566.4,148.9,31937.3617,19302.43902,17448.3871,3,15
21.16,50.5,4.923,538.9,292.6,31876.08511,19328.04878,17628.3871,3,16
16.88,68.68,4.917,3.348,3.085,43200.0,24018.29268,26204.51613,3,19
13.99,79.8,0.085,0.029,0.145,37390.97872,22013.41463,23324.51613,3,22
12.68,82.5,0.086,0.037,0.126,25821.95745,15223.17073,16745.80645,3,1
12.08,81.8,0.084,0.044,0.13,22365.95745,13156.09756,15253.54839,3,3
11.93,82.0,0.082,0.04,0.141,22316.93617,12962.19512,15224.51613,3,4
11.96,80.8,0.087,0.029,0.141,22414.97872,13050.0,15241.93548,3,4
11.59,80.2,0.083,0.029,0.137,23334.12766,13543.90244,15578.70968,3,5
11.51,77.9,0.083,0.059,0.145,21299.74468,12007.31707,14231.6129,3,6
11.47,76.9,0.088,0.018,0.152,20441.87234,11564.63415,13250.32258,3,6
11.9,71.4,0.081,82.4,77.0,20748.25532,11110.97561,11078.70968,3,7
11.84,71.0,0.085,124.0,116.0,21275.23404,11378.04878,11357.41935,3,8
12.47,67.99,0.118,96.6,82.7,26250.89362,14985.36585,14173.54839,3,9
13.65,64.95,0.116,358.7,92.6,28689.70213,16240.2439,15340.64516,3,10
19.07,42.32,0.088,764.0,75.2,32635.91489,18259.7561,17581.93548,3,13
19.14,41.39,0.086,760.0,76.6,32157.95745,17871.95122,17581.93548,3,13
19.05,43.89,0.087,497.2,182.6,30172.59574,17224.39024,17047.74194,3,15
19.34,44.16,0.085,474.8,93.1,28518.12766,16715.85366,16449.67742,3,16
19.03,44.79,0.085,339.1,266.5,28138.21277,16390.2439,16304.51613,3,17
17.16,53.77,0.085,53.88,50.87,38567.48936,22576.82927,24828.3871,3,18
16.73,55.57,0.086,39.46,38.42,40467.06383,23743.90244,25757.41935,3,19
15.31,63.85,0.082,0.04,0.111,42660.76596,23850.0,26280.0,3,20
13.63,74.7,0.087,0.044,0.119,38518.46809,22964.63415,23254.83871,3,22
13.4,76.3,0.087,0.026,0.156,36643.40426,21797.56098,22209.67742,3,22
11.73,81.1,0.088,0.044,0.163,27844.08511,16430.4878,17570.32258,3,0
10.52,84.6,0.089,0.04,0.137,23885.61702,13935.36585,15317.41935,3,2
9.98,85.1,0.087,0.07,0.133,23248.34043,13254.87805,14591.6129,3,2
9.64,87.4,0.087,0.037,0.115,23248.34043,13613.41463,14794.83871,3,5
9.29,87.0,0.086,0.018,0.189,22709.10638,13035.36585,14045.80645,3,6
9.2,87.3,0.09,0.026,0.141,22145.3617,13060.97561,13006.45161,3,6
8.63,87.5,0.089,1.149,1.09,23910.12766,14458.53659,11549.03226,3,7
8.62,87.8,0.085,46.89,42.15,24817.02128,14418.29268,11490.96774,3,8
8.73,87.7,0.085,77.4,70.2,25319.48936,14908.53659,11856.77419,3,8
18.37,60.25,0.083,729.0,116.1,35564.93617,21603.65854,17076.77419,3,12
18.33,59.65,0.075,662.6,130.7,34388.42553,20773.17073,16792.25806,3,14
17.7,61.11,0.074,331.8,344.7,31753.53191,19551.21951,16356.77419,3,17
17.34,61.65,0.075,267.7,282.5,32243.74468,19891.46341,16850.32258,3,17
15.43,75.2,0.071,0.051,0.133,43825.02128,25631.70732,25728.3871,3,20
12.92,81.5,0.071,0.062,0.052,41815.14894,24940.2439,24950.32258,3,21
12.73,83.3,0.073,0.033,0.093,38935.14894,23202.43902,23190.96774,3,22
14.72,82.2,0.07,0.007,0.133,23187.06383,13675.60976,14754.19355,3,2
11.31,84.9,0.091,21.94,19.23,23321.87234,15010.97561,11450.32258,3,7
11.85,84.7,0.082,151.1,134.4,27782.80851,17491.46341,13180.64516,3,9
15.63,74.4,0.075,396.9,247.0,33236.42553,20345.12195,15851.6129,3,11
16.82,68.96,0.072,550.4,259.1,34180.08511,21252.43902,17036.12903,3,12
15.58,72.1,0.071,11.64,10.94,44670.6383,26743.90244,26001.29032,3,19
12.15,82.1,0.08,0.044,0.126,32231.48936,19456.09756,19440.0,3,23
11.8,83.0,0.081,0.037,0.122,29878.46809,17842.68293,17965.16129,3,23
11.72,83.0,0.082,0.033,0.122,29020.59574,17359.7561,17239.35484,3,0
11.3,85.2,0.083,0.033,0.115,25086.6383,14681.70732,15044.51613,3,1
10.3,87.8,0.083,0.029,0.137,22978.7234,13148.78049,13709.03226,3,3
8.76,88.9,0.082,0.022,0.126,23003.23404,13558.53659,13970.32258,3,4
8.15,90.8,0.094,55.06,50.66,24314.55319,15636.58537,10887.09677,3,7
8.56,88.5,0.087,148.5,145.6,26177.3617,16500.0,11218.06452,3,8
15.65,57.84,0.089,594.5,60.36,36422.80851,19068.29268,15474.19355,3,10
16.94,51.34,0.092,662.0,60.63,35564.93617,21376.82927,16292.90323,3,11
18.5,44.06,0.088,757.0,70.2,38236.59574,22521.95122,17274.19355,3,12
17.73,49.6,0.075,404.5,407.9,35503.65957,21197.56098,16380.0,3,16
11.82,63.95,0.075,0.059,0.093,36471.82979,21808.53659,21710.32258,3,22
11.63,65.35,0.076,0.066,0.07,33518.29787,20191.46341,20247.09677,3,23
10.63,78.4,0.07,0.048,0.07,24694.46809,14685.36585,15218.70968,3,1
10.54,79.5,0.077,0.051,0.108,24535.14894,14480.4878,14905.16129,3,1
10.18,81.3,0.08,0.04,0.111,23285.10638,13660.97561,14301.29032,3,2
9.74,82.4,0.072,0.055,0.1,23015.48936,13500.0,14318.70968,3,4
9.42,82.8,0.081,0.022,0.148,24339.06383,14469.5122,14812.25806,3,5
11.11,81.9,0.085,46.53,41.32,26692.08511,16723.17073,11943.87097,3,8
11.39,81.5,0.089,58.22,52.86,27059.74468,17114.63415,12367.74194,3,8
12.04,79.0,0.087,112.1,105.4,29535.31915,16982.92683,14684.51613,3,9
15.44,66.69,0.081,220.9,200.3,36324.76596,21563.41463,16472.90323,3,11
16.41,67.99,0.074,80.9,75.8,36006.12766,22496.34146,17227.74194,3,15
13.12,76.2,0.082,93.3,85.9,35479.14894,21695.12195,16937.41935,3,16
12.8,76.7,0.086,48.86,45.43,35957.10638,22046.34146,17477.41935,3,17
12.55,75.3,0.084,32.32,29.64,36386.04255,22028.04878,17808.3871,3,17
11.89,76.2,0.079,17.82,15.9,43543.14894,26132.92683,24880.64516,3,18
11.78,78.5,0.083,7.02,6.512,44780.93617,26484.14634,25339.35484,3,19
11.4,80.0,0.088,0.388,0.389,44204.93617,26176.82927,25170.96774,3,19
11.72,79.7,0.084,0.077,0.156,43077.44681,25810.97561,25455.48387,3,21
11.4,81.2,0.081,0.055,0.171,34474.21277,20421.95122,20891.6129,3,23
10.97,84.3,0.082,0.073,0.174,23370.89362,13719.5122,14510.32258,3,2
10.77,84.8,0.088,0.099,0.134,22758.12766,13481.70732,13889.03226,3,2
10.52,85.8,0.083,0.062,0.141,22451.74468,13350.0,13604.51613,3,3
10.31,86.2,0.083,0.095,0.141,22513.02128,13284.14634,13703.22581,3,4
11.68,89.3,0.069,329.8,197.9,30589.2766,17934.14634,13058.70968,3,9
13.74,73.2,0.074,331.1,300.7,35430.12766,23067.07317,16623.87097,3,11
13.84,73.2,0.071,377.0,336.5,34854.12766,22767.07317,16710.96774,3,12
14.02,72.4,0.075,218.9,209.1,34045.2766,22408.53659,16455.48387,3,12
13.91,73.1,0.072,116.8,107.3,33861.44681,21640.2439,16397.41935,3,13
13.67,75.4,0.072,104.9,95.1,32782.97872,19584.14634,16565.80645,3,15
13.61,72.3,0.076,1.49,1.439,43518.6383,23802.43902,26732.90323,3,19
12.34,79.8,0.069,0.062,0.137,42734.29787,23484.14634,26692.25806,3,19
12.53,80.0,0.074,0.059,0.137,42366.6383,23301.21951,26587.74194,3,20
10.52,88.0,0.075,0.07,0.1,23910.12766,13273.17073,14603.22581,3,2
10.45,88.1,0.081,0.059,0.152,23346.38298,12991.46341,14289.67742,3,2
10.06,88.0,0.082,0.077,0.148,23125.78723,12453.65854,13767.09677,3,4
9.87,88.0,0.084,0.04,0.134,23236.08511,12468.29268,13796.12903,3,4
9.8,87.9,0.077,0.044,0.148,23946.89362,13254.87805,14260.64516,3,5
9.83,87.9,0.082,0.037,0.122,23616.0,12786.58537,13801.93548,3,5
13.72,76.8,0.088,205.5,189.8,34351.65957,20550.0,17065.16129,3,12
11.53,87.2,0.083,63.71,57.8,34057.53191,19587.80488,17152.25806,3,14
11.43,87.6,0.08,67.57,60.47,33469.2766,19690.2439,16972.25806,3,14
11.65,88.6,0.083,171.4,158.4,33334.46809,19313.41463,16821.29032,3,15
11.79,88.7,0.08,129.2,118.6,32905.53191,19328.04878,16606.45161,3,15
11.45,88.5,0.08,65.36,60.46,31483.91489,18863.41463,16345.16129,3,16
12.32,86.9,0.078,90.8,82.3,31385.87234,17890.2439,16560.0,3,17
12.87,83.0,0.081,71.8,65.26,34572.25532,19104.87805,20136.77419,3,18
12.97,81.7,0.083,21.51,20.31,40418.04255,22803.65854,24201.29032,3,18
13.06,80.3,0.084,6.595,6.186,42869.10638,24080.4878,25513.54839,3,19
12.95,80.6,0.089,0.769,0.708,42918.12766,23667.07317,25432.25806,3,19
12.42,82.5,0.074,0.044,0.189,42673.02128,23758.53659,25757.41935,3,20
11.62,86.3,0.074,0.062,0.141,37366.46809,21548.78049,22935.48387,3,22
11.2,87.5,0.075,0.066,0.134,26410.21277,15095.12195,16362.58065,3,1
10.66,88.9,0.078,0.081,0.163,23223.82979,13178.04878,14638.06452,3,2
10.37,89.3,0.072,0.055,0.156,22892.93617,12841.46341,14609.03226,3,3
9.86,90.7,0.081,0.088,0.111,23272.85106,12662.19512,14283.87097,3,5
10.61,83.4,0.08,4.593,4.343,20245.78723,10763.41463,10230.96774,3,7
11.1,79.2,0.082,16.29,15.08,22954.21277,12106.09756,11403.87097,3,8
13.13,68.85,0.077,39.64,36.69,31753.53191,17220.73171,16345.16129,3,11
12.71,76.9,0.082,142.5,129.9,32905.53191,18168.29268,16908.3871,3,13
13.22,73.2,0.08,176.2,163.2,32488.85106,17751.21951,17012.90323,3,14
13.65,64.61,0.086,23.13,21.48,31729.02128,17784.14634,18859.35484,3,18
13.29,66.28,0.085,9.09,8.57,39842.04255,22339.02439,23951.6129,3,18
12.98,68.08,0.082,0.201,0.252,42072.51064,23553.65854,24950.32258,3,19
12.32,73.7,0.078,0.066,0.156,42697.53191,24043.90244,25269.67742,3,20
12.14,76.5,0.082,0.07,0.178,41790.6383,23520.73171,24596.12903,3,21
11.27,80.3,0.075,0.048,0.189,37292.93617,21878.04878,22308.3871,3,22
11.17,81.6,0.071,0.051,0.159,33334.46809,19759.7561,20229.67742,3,23
10.61,87.1,0.082,0.048,0.167,22439.48936,13214.63415,13836.77419,3,4
10.11,89.2,0.079,6.354,5.786,22770.38298,14520.73171,10759.35484,3,7
10.22,89.4,0.084,19.06,17.9,22868.42553,14721.95122,10829.03226,3,7
10.39,89.8,0.079,36.95,34.98,25601.3617,16547.56098,11566.45161,3,8
11.89,89.4,0.078,114.3,99.7,29633.3617,19393.90244,13883.22581,3,9
14.6,77.7,0.075,170.7,155.8,35209.53191,21596.34146,16594.83871,3,12
15.19,65.31,0.08,463.7,342.0,34939.91489,21376.82927,16978.06452,3,13
15.32,63.57,0.08,308.6,280.1,34792.85106,21369.5122,16920.0,3,13
15.77,58.6,0.083,445.5,277.1,33640.85106,21076.82927,16560.0,3,14
16.63,57.33,0.083,309.5,285.8,33934.97872,21095.12195,15863.22581,3,15
15.31,63.31,0.08,276.1,250.9,32525.61702,20418.29268,15747.09677,3,16
15.49,63.14,0.083,324.0,303.6,32329.53191,20209.7561,15381.29032,3,16
15.92,57.4,0.082,207.3,191.3,31692.25532,19650.0,15323.22581,3,17
14.68,66.88,0.081,62.35,55.87,33028.08511,20352.43902,16925.80645,3,18
14.65,69.72,0.085,51.92,48.01,38089.53191,23037.80488,21890.32258,3,18
14.13,70.4,0.084,0.055,0.115,43530.89362,26432.92683,24869.03226,3,20
14.02,71.2,0.081,0.081,0.119,44793.19149,26689.02439,25484.51613,3,20
14.1,70.6,0.08,0.07,0.178,44045.61702,26582.92683,25362.58065,3,20
13.69,73.1,0.083,0.055,0.126,42464.68085,25693.90244,24764.51613,3,21
12.48,79.4,0.069,0.051,0.148,33285.44681,20440.2439,19997.41935,3,23
12.34,79.8,0.075,0.091,0.108,32035.40426,19595.12195,19242.58065,3,23
12.32,80.2,0.084,0.062,0.093,31226.55319,19174.39024,18487.74194,3,23
11.54,84.2,0.081,0.07,0.134,23395.40426,13928.04878,13883.22581,3,2
11.85,86.5,0.083,0.055,0.145,24486.12766,14703.65854,14707.74194,3,5
12.06,87.1,0.078,0.099,0.163,22598.80851,13701.21951,10196.12903,3,7
12.1,86.7,0.081,6.442,5.882,23959.14894,14809.7561,10480.64516,3,7
12.43,84.6,0.072,24.87,22.9,27366.12766,16031.70732,12356.12903,3,9
17.38,50.28,0.08,815.0,178.7,30466.7234,20378.04878,16943.22581,3,11
17.43,51.35,0.082,711.0,199.7,31054.97872,20067.07317,17053.54839,3,11
18.05,50.88,0.084,471.5,243.9,32403.06383,20604.87805,17297.41935,3,12
15.29,75.1,0.081,144.3,137.2,32623.65957,20857.31707,15178.06452,3,16
15.91,71.1,0.081,195.8,178.5,32795.23404,20473.17073,15125.80645,3,16
13.64,80.6,0.081,0.077,0.108,39315.06383,23923.17073,22610.32258,3,22
13.04,82.1,0.076,0.07,0.152,36839.48936,22591.46341,21768.3871,3,22
12.17,84.2,0.076,0.088,0.13,32427.57447,19778.04878,19323.87097,3,23
9.64,89.9,0.081,0.059,0.145,23113.53191,13946.34146,13639.35484,3,4
9.68,90.3,0.083,0.051,0.126,20454.12766,12581.70732,9946.451613,3,6
13.9,88.7,0.084,393.7,203.9,32979.06383,20765.85366,15137.41935,3,10
15.4,83.3,0.073,242.1,204.2,33812.42553,21742.68293,15892.25806,3,15
16.8,65.22,0.08,244.6,244.2,32317.2766,20454.87805,16246.45161,3,17
12.8,77.3,0.075,0.059,0.178,27243.57447,16141.46341,16281.29032,3,0
12.51,66.29,0.076,0.044,0.156,25086.6383,15084.14634,15270.96774,3,1
12.46,64.39,0.081,0.051,0.096,23517.95745,14381.70732,14638.06452,3,2
12.34,65.85,0.082,0.062,0.152,23309.61702,13781.70732,14121.29032,3,2
10.02,66.9,0.078,145.6,141.4,25834.21277,16635.36585,11084.51613,3,8
12.57,59.97,0.082,716.0,763.0,32390.80851,21047.56098,15996.77419,3,16
10.75,66.33,0.085,0.066,0.119,43739.23404,26769.5122,26007.09677,3,20
10.0,69.88,0.082,0.066,0.122,35675.23404,21610.97561,21257.41935,3,22
10.1,74.5,0.081,0.07,0.115,21851.23404,12662.19512,13273.54839,3,5
13.81,67.95,0.083,370.5,356.7,27402.89362,17030.4878,12483.87097,3,9
13.1,69.88,0.083,239.1,209.7,30748.59574,19397.56098,14179.35484,3,10
13.52,70.7,0.087,88.0,81.7,32256.0,20370.73171,14765.80645,3,10
14.47,66.71,0.083,418.5,209.4,32917.78723,22371.95122,16420.64516,3,12
14.81,66.61,0.087,774.0,219.4,32231.48936,21684.14634,16292.90323,3,12
16.3,41.84,0.085,517.6,530.2,31483.91489,21021.95122,14632.25806,3,16
16.3,35.46,0.09,436.4,476.3,30552.51064,19485.36585,14696.12903,3,17
16.33,32.82,0.085,364.8,401.9,30564.76596,19869.5122,14736.77419,3,17
16.65,30.14,0.086,313.1,349.0,31287.82979,20008.53659,15096.77419,3,17
14.64,49.4,0.085,34.14,38.07,43579.91489,26048.78049,24665.80645,3,19
13.67,51.13,0.086,0.242,0.204,42758.80851,25785.36585,24892.25806,3,19
13.52,53.24,0.084,0.066,0.115,42967.14894,25763.41463,25159.35484,3,20
13.74,48.87,0.089,0.062,0.085,42391.14894,25284.14634,24898.06452,3,21
13.41,52.04,0.087,0.062,0.134,39694.97872,23323.17073,23481.29032,3,22
11.72,60.78,0.086,0.044,0.115,27378.38298,16108.53659,16658.70968,3,0
9.73,64.55,0.082,0.073,0.082,21557.10638,12621.95122,13720.64516,3,3
9.72,63.85,0.082,0.037,0.159,21606.12766,12365.85366,13685.80645,3,3
10.03,61.95,0.084,0.037,0.111,22280.17021,12592.68293,13836.77419,3,4
10.31,59.61,0.084,0.055,0.111,20527.65957,11041.46341,11909.03226,3,6
10.73,60.13,0.085,8.04,7.51,21422.29787,11754.87805,10056.77419,3,7
10.58,62.93,0.083,95.8,86.7,23995.91489,13617.07317,11078.70968,3,8
11.52,62.27,0.088,124.5,114.9,24976.34043,14681.70732,11641.93548,3,8
13.1,57.36,0.084,314.1,279.8,29216.68085,17765.85366,13900.64516,3,9
13.5,56.23,0.085,283.4,247.9,29890.7234,18237.80488,14179.35484,3,10
15.59,59.33,0.083,651.2,366.2,34486.46809,20418.29268,17192.90323,3,13
17.11,48.68,0.083,740.0,349.0,33175.14894,20023.17073,16583.22581,3,14
16.55,51.47,0.084,359.6,384.0,30368.68085,17367.07317,16112.90323,3,17
13.99,64.82,0.082,2.075,1.992,42207.31915,23879.26829,24845.80645,3,19
13.38,60.51,0.085,0.073,0.104,26851.40426,15450.0,16432.25806,3,0
14.07,58.18,0.084,0.073,0.082,22978.7234,12973.17073,14411.6129,3,2
15.63,59.58,0.079,0.07,0.152,22255.65957,12508.53659,13848.3871,3,4
16.13,59.11,0.078,0.04,0.174,22108.59574,12475.60976,13685.80645,3,5
15.61,59.15,0.081,1.285,1.102,18395.23404,9793.902439,9348.387097,3,7
16.92,55.77,0.082,398.2,405.0,24633.19149,14264.63415,12576.77419,3,9
20.32,53.67,0.082,746.0,377.6,31398.12766,15684.14634,16374.19355,3,14
19.89,56.07,0.08,659.4,712.0,29621.10638,15098.78049,15810.96774,3,15
19.84,57.38,0.086,536.9,585.7,28591.65957,14348.78049,15427.74194,3,16
15.65,73.9,0.082,0.033,0.093,44658.38298,22251.21951,25856.12903,3,20
12.01,85.5,0.082,0.029,0.185,23040.0,12186.58537,13726.45161,3,3
11.7,86.7,0.086,134.6,131.9,26459.23404,16920.73171,11171.6129,3,8
12.88,83.4,0.087,303.2,304.9,28322.04255,18493.90244,12402.58065,3,8
18.69,67.16,0.085,633.3,614.6,33714.38298,21139.02439,14916.77419,3,10
20.82,60.55,0.084,765.0,98.7,37942.46809,19609.7561,15764.51613,3,11
